TranactionCode,TransactionDate,CancelDate,TransactonNumber,CheckNumber,Payee,ReferenceNumber,CurrencyCode,BankID,ReferenceNumber,OutstandingBalance,CanceledAmount
TAX – Securities Related Item – Withholding tax payment,1/2/2012,1/7/2012,819109688,9,Service Charge,35748606,JPY,0531-0112-1,35748606,5254055.74,3165.8
SAL – Securities Related Item – Sale (including STIF and Time deposits),1/19/2012,2/9/2012,805413998,9,Transfer,6990458,EUR,0540-0154-7,6990458,8666820.83,2189.58
MAT – Securities Related Item – Maturity,1/14/2012,2/4/2012,694406464,4,Investment deposit,61704881,USD,0839-0068-0,61704881,9123315.48,6015.42
SWP – Securities Related Item – SWAP payment,1/24/2012,2/10/2012,482822433,6,Other,31402075,USD,0421-0226-7,31402075,18268510.54,195.49
RTI – Returned item,1/28/2012,2/20/2012,49475206,7,Checking Costs,90684440,GBP,0540-0154-7,90684440,11225547.28,6162.53
SWP – Securities Related Item – SWAP payment,1/28/2012,2/20/2012,744691482,8,Misc.,94729337,EUR,0839-7428-9,94729337,9082927.31,117.71
COL – Collections (used when entering a principal amount),1/17/2012,1/21/2012,512972666,4,Misc.,49460392,JPY,0532-0160-7,49460392,14473438.72,233.18
WAR – Securities Related Item – Warrant,1/11/2012,2/8/2012,369249660,8,Other,98206895,JPY,1110-1769-4,98206895,17830763.98,1126.93
CMN – Cash management item – Notional pooling,1/16/2012,2/8/2012,892215462,7,Transfer,5748590,USD,0421-0226-7,5748590,4588933.17,2795.01
DCR – Documentary credit (used when entering a principal amount),1/21/2012,2/6/2012,198398800,5,Deposits,29039168,JPY,2631-9138-7,29039168,16693009.98,1356.88
CMZ – Cash management item – Zero balancing,1/23/2012,2/15/2012,753950135,8,Citibank,9504795,EUR,0642-0816-5,9504795,7438738.57,3315.22
ODC – Overdraft charge,1/21/2012,1/26/2012,479385538,7,Transfer,12430228,EUR,0531-0112-1,12430228,12336791.28,2607.95
RTI – Returned item,1/13/2012,1/17/2012,71059020,3,Other,61186181,JPY,0313-0912-3,61186181,14213564.31,6147.76
RIG – Securities Related Item – Rights,1/8/2012,1/30/2012,832058857,3,Other,43548549,USD,0839-7428-9,43548549,6253701.44,3808.34
REC – Securities Related Item – Tax reclaim,1/7/2012,1/21/2012,392949517,2,Deposits,24520456,JPY,0550-0330-8,24520456,14796896.09,3140.92
DCR – Documentary credit (used when entering a principal amount),1/1/2012,1/10/2012,523673575,2,Deposits,3207419,GBP,0622-0398-4,3207419,15232198.04,2649.56
STO – Standing order,1/25/2012,1/30/2012,292065767,9,Other,20449980,EUR,0313-0912-3,20449980,14982975.33,2267.23
TRF – Transfer,1/14/2012,1/26/2012,338337873,1,Citibank,60199970,GBP,0421-0226-7,60199970,13457021.57,3769.73
TCK – Travellers cheques,1/14/2012,2/7/2012,936369909,36,Deposits,84154719,USD,0312-0471-0,84154719,11021998.06,3042.31
INT – Interest,1/16/2012,1/19/2012,773022012,4,Investment deposit,60146499,GBP,0839-0068-0,60146499,973161.17,5574.26
CPN – Securities Related Item – Coupon payments,1/18/2012,2/12/2012,341524165,7,Checking Costs,53506075,GBP,0540-0154-7,53506075,9704277.17,5704.19
SWP – Securities Related Item – SWAP payment,1/2/2012,1/19/2012,79083118,2,Replenishment,4609693,JPY,0531-0112-1,4609693,14382801.09,5386.3
RIG – Securities Related Item – Rights,1/13/2012,1/23/2012,716511032,9,Misc.,59996458,USD,0839-7428-9,59996458,13504520.78,4888.29
SUB – Securities Related Item – Subscription,1/12/2012,1/13/2012,514664667,7,Service Charge,68315964,USD,0839-0068-0,68315964,5594630.09,5972.2
CMP – Compensation claims,1/29/2012,1/31/2012,957660211,37,Replenishment,61978833,EUR,0312-0471-0,61978833,4471718.54,619.9
MSC – Miscellaneous,1/14/2012,2/6/2012,109682704,1,Replenishment,24337020,JPY,0514-0426-0,24337020,11815113.57,475.54
BRF – Brokerage fee,1/22/2012,2/14/2012,561204076,4,Deposits,16086000,GBP,0550-0330-8,16086000,11744960.96,2070.71
CMI – Cash management item – No detail,1/28/2012,2/4/2012,609337694,5,Citibank,6893930,USD,2631-9138-7,6893930,9302794.94,3494.62
CMP – Compensation claims,1/26/2012,2/2/2012,817273865,2,Investment deposit,77761527,USD,2631-9138-7,77761527,16344051.39,1684.7
CAR – Securities Related Item – Corporate Actions Related (Should only be used when no specific corporate action event code is available),1/10/2012,1/26/2012,442394542,7,Service Charge,30364150,USD,0421-0226-7,30364150,12521234.7,6329.38
PRN – Securities Related Item – Principal pay-down/pay-up,1/13/2012,2/7/2012,123980855,7,Misc.,30866870,EUR,0515-0339-4,30866870,16142812.22,4377.49
TRF – Transfer,1/25/2012,2/16/2012,771650704,6,Service Charge,88116269,USD,0540-0154-7,88116269,17553146.39,4409.81
CMI – Cash management item – No detail,1/10/2012,2/2/2012,6643115,9,Investment deposit,61113471,USD,0532-0160-7,61113471,11626497.46,739.81
MSC – Miscellaneous,1/21/2012,1/28/2012,846835331,5,Transfer,23592179,USD,1110-1769-4,23592179,9286990.41,5061.05
BOE – Bill of exchange,1/23/2012,2/11/2012,710169378,8,Deposits,63383096,GBP,1110-1769-4,63383096,17725860.41,1419.67
FEX – Foreign exchange,1/28/2012,1/28/2012,293216347,6,Transfer,74984012,JPY,0514-0426-0,74984012,17759059.8,3665.44
MAR – Securities Related Item – Margin payments/Receipts,1/16/2012,1/22/2012,73395090,38,Investment deposit,64291035,GBP,0312-0471-0,64291035,1317179.98,3683.52
UWC – Securities Related Item – Underwriting commission,1/22/2012,2/14/2012,967818747,501,Deposits,62525134,EUR,0312-0471-0,62525134,6113709.69,1612.25
CMZ – Cash management item – Zero balancing,1/7/2012,1/18/2012,612523533,8,Deposits,98156970,EUR,0550-0330-8,98156970,2800121.17,4873.95
COL – Collections (used when entering a principal amount),1/13/2012,1/31/2012,70372814,8,Deposits,45807838,EUR,0514-0426-0,45807838,4688943.02,2389.05
DCR – Documentary credit (used when entering a principal amount),1/2/2012,1/23/2012,495264528,8,Citibank,91575042,GBP,0540-0154-7,91575042,5061235.46,2981.85
TCM – Securities Related Item – Tripartite collateral management,1/5/2012,1/30/2012,9273223,8,Citibank,7829337,EUR,0532-0160-7,7829337,16018494.35,1218.71
BOE – Bill of exchange,1/21/2012,1/26/2012,146525625,5,Misc.,22925962,GBP,0540-0154-7,22925962,9198571.78,5823.94
VDA – Value date adjustment (used with an entry made to withdraw an incorrectly dated entry – it will be followed by the correct entry with the relevant code),1/29/2012,2/27/2012,646795712,5,Service Charge,62133684,GBP,0421-0226-7,62133684,16069145.28,5939.94
CAR – Securities Related Item – Corporate Actions Related (Should only be used when no specific corporate action event code is available),1/3/2012,1/13/2012,395004807,5,Investment deposit,24060109,USD,0421-0226-7,24060109,3758957.89,5957.95
MAT – Securities Related Item – Maturity,1/7/2012,1/18/2012,206350499,4,Citibank,55966164,EUR,0550-0330-8,55966164,16507337.46,5961.51
LDP – Loan deposit,1/6/2012,1/11/2012,935409161,2,Deposits,69685218,USD,0540-0154-7,69685218,671598.5,6225.59
DIS – Securities Related Item – Gains disbursement,1/20/2012,1/25/2012,101620277,502,Service Charge,67250678,EUR,0312-0471-0,67250678,17173231.59,5640.76
TAX – Securities Related Item – Withholding tax payment,1/17/2012,1/17/2012,948040579,3,Citibank,83263239,USD,1110-1769-4,83263239,13233047.28,1860.79
CHK – Cheques,1/5/2012,1/12/2012,453320050,7,Checking Costs,79932484,GBP,0622-0398-4,79932484,11411756.78,99999
WAR – Securities Related Item – Warrant,1/17/2012,1/24/2012,271191211,7,Other,50784493,JPY,0532-0160-7,50784493,2011140.31,3721.15
INT – Interest,1/22/2012,2/12/2012,942972685,4,Checking Costs,13856110,GBP,2631-9138-7,13856110,13576459.96,845.26
CMS – Cash management item – Sweeping,1/30/2012,2/15/2012,262603287,5,Investment deposit,25827818,GBP,0514-0426-0,25827818,10180118.74,4317.1
CMP – Compensation claims,1/30/2012,2/20/2012,139493640,7,Investment deposit,29440755,EUR,0515-0339-4,29440755,2809896.7,5214.59
WAR – Securities Related Item – Warrant,1/21/2012,1/26/2012,213449919,503,Other,49190471,GBP,0312-0471-0,49190471,9984537.93,1026
DCR – Documentary credit (used when entering a principal amount),1/4/2012,1/15/2012,467495221,6,Other,65863537,USD,0531-0112-1,65863537,5810417.72,73.63
TAX – Securities Related Item – Withholding tax payment,1/22/2012,1/22/2012,759616411,2,Service Charge,69573210,EUR,0642-0816-5,69573210,3953850.43,2427.53
TRF – Transfer,1/10/2012,2/1/2012,641736157,504,Misc.,62903531,EUR,0312-0471-0,62903531,626146.65,1632.63
SEC – Securities (used when entering a principal amount),1/9/2012,1/14/2012,892455310,8,Other,78140664,USD,0514-0426-0,78140664,7100029.72,2124.06
DCR – Documentary credit (used when entering a principal amount),1/7/2012,1/25/2012,288147359,8,Deposits,89545662,JPY,0514-0426-0,89545662,7367404.54,5.94
LBX – Lock box,1/19/2012,2/1/2012,507059717,5,Misc.,70287907,JPY,0515-0339-4,70287907,10340480.43,5501.71
CLR – Cash letters/Cheques remittance,1/9/2012,1/20/2012,163955962,9,Replenishment,53200243,USD,0515-0339-4,53200243,1832965.59,2985.43
DIV – Securities Related Item – Dividends,1/24/2012,2/10/2012,401385790,6,Checking Costs,76370793,USD,1110-1769-4,76370793,5744340.11,1680.18
REC – Securities Related Item – Tax reclaim,1/28/2012,2/25/2012,252010232,2,Replenishment,20905822,EUR,0515-0339-4,20905822,11110547.07,5771.5
EXT – Securities Related Item – External transfer for own account,1/1/2012,1/30/2012,886846065,43,Replenishment,20634351,GBP,0312-0471-0,20634351,17037442.46,2069.62
CMI – Cash management item – No detail,1/14/2012,1/29/2012,888772744,4,Service Charge,29356894,GBP,0550-0330-8,29356894,8519554.07,184.95
COL – Collections (used when entering a principal amount),1/9/2012,1/17/2012,725280619,3,Other,15271664,USD,2631-9138-7,15271664,15320530.13,3849.68
EQA – Equivalent amount,1/21/2012,1/26/2012,244775508,44,Citibank,60691201,JPY,0312-0471-0,60691201,13453222.37,3980.38
TRF – Transfer,1/14/2012,2/3/2012,718135871,2,Deposits,79896328,EUR,0532-0160-7,79896328,8669482.69,5767.6
CAR – Securities Related Item – Corporate Actions Related (Should only be used when no specific corporate action event code is available),1/16/2012,1/23/2012,52462395,6,Other,7753268,JPY,0611-1341-5,7753268,5810947.2,5504.9
LDP – Loan deposit,1/11/2012,2/9/2012,248176239,3,Other,3620010,JPY,0515-0339-4,3620010,15726274.48,2024.06
MSC – Miscellaneous,1/7/2012,1/22/2012,111511689,45,Deposits,35097272,EUR,0312-0471-0,35097272,6806623.93,1812.73
INT – Interest,1/26/2012,2/11/2012,178640796,9,Citibank,6087923,EUR,0550-0330-8,6087923,8033905.54,3846.03
FEX – Foreign exchange,1/30/2012,2/1/2012,120866639,9,Investment deposit,22107447,EUR,0540-0154-7,22107447,18049696.59,363.56
DIV – Securities Related Item – Dividends,1/4/2012,1/29/2012,430814574,9,Misc.,2444987,USD,0839-0068-0,2444987,999406.78,4870.73
EQA – Equivalent amount,1/7/2012,1/14/2012,927982801,3,Deposits,20573743,EUR,0642-0816-5,20573743,12895726.54,3969.71
STO – Standing order,1/19/2012,2/4/2012,18000196,5,Checking Costs,74736147,JPY,0611-1341-5,74736147,17039980.28,2951.07
CHK – Cheques,1/13/2012,2/11/2012,135328156,7,Other,67646096,JPY,0550-0330-8,67646096,11065880.94,99999
TRF – Transfer,1/10/2012,1/24/2012,608057242,7,Replenishment,85399619,GBP,0531-0112-1,85399619,12898331.83,5568.7
INT – Interest,1/16/2012,2/4/2012,900623312,3,Checking Costs,11731421,JPY,0550-0330-8,11731421,4249470.09,2576.66
RED – Securities Related Item – Redemption/Withdrawal,1/2/2012,1/23/2012,550684843,7,Misc.,83294199,EUR,0313-0912-3,83294199,5530014.02,657.69
CHG – Charges and other expenses,1/28/2012,2/20/2012,880975010,7,Misc.,44736024,GBP,0540-0154-7,44736024,16088262.31,5240.48
LDP – Loan deposit,1/4/2012,1/15/2012,348708969,46,Misc.,95791658,EUR,0312-0471-0,95791658,1196648.46,6170.88
NWI – Securities Related Item – New issues distribution,1/29/2012,2/21/2012,189337962,7,Service Charge,89766694,GBP,2631-9138-7,89766694,9302808.26,2673.8
OPT – Securities Related Item – Options,1/1/2012,1/19/2012,391203509,2,Replenishment,6969149,USD,0642-0816-5,6969149,17481369.85,3879.48
UWC – Securities Related Item – Underwriting commission,1/8/2012,2/1/2012,962508135,9,Other,55563120,USD,0839-0068-0,55563120,11912156.22,1496.74
CMS – Cash management item – Sweeping,1/23/2012,2/8/2012,453527873,4,Citibank,57708184,GBP,0611-1341-5,57708184,433523.91,5801.4
CAS – Securities Related Item – Cash in Lieu,1/1/2012,1/25/2012,525848602,47,Replenishment,67039980,USD,0312-0471-0,67039980,18093921.3,2255.64
LDP – Loan deposit,1/1/2012,1/3/2012,707464774,6,Replenishment,62104094,EUR,0313-0912-3,62104094,6641390.24,6130.25
TRN – Securities Related Item – Transaction fee,1/11/2012,1/17/2012,876123823,1,Replenishment,66935823,EUR,0550-0330-8,66935823,16664430.17,5751.71
CMN – Cash management item – Notional pooling,1/9/2012,1/30/2012,37844665,5,Investment deposit,80669269,GBP,0839-0068-0,80669269,6345134.5,2394.54
UWC – Securities Related Item – Underwriting commission,1/3/2012,1/22/2012,12440095,4,Replenishment,87750662,GBP,0611-1341-5,87750662,5066471.48,3310.06
DCR – Documentary credit (used when entering a principal amount),1/11/2012,1/17/2012,180825663,48,Replenishment,69394625,EUR,0312-0471-0,69394625,3511892.81,4359.25
OPT – Securities Related Item – Options,1/30/2012,1/31/2012,784321854,5,Checking Costs,83397870,GBP,0839-0068-0,83397870,17780792.57,3251.88
RIG – Securities Related Item – Rights,1/5/2012,1/16/2012,429319389,5,Transfer,47842235,JPY,0421-0226-7,47842235,7917527.83,4258.53
EQA – Equivalent amount,1/27/2012,2/4/2012,578768491,2,Deposits,53753639,GBP,0550-0330-8,53753639,15419408.87,3907.29
STO – Standing order,1/16/2012,2/13/2012,176369557,8,Checking Costs,29351504,JPY,0550-0330-8,29351504,8873298,3288.01
CAS – Securities Related Item – Cash in Lieu,1/17/2012,2/8/2012,753797529,2,Replenishment,60879777,USD,0532-0160-7,60879777,2107498.39,5419.78
DDT – Direct Debit Item,1/24/2012,1/26/2012,264614115,1,Citibank,28085337,EUR,0611-1341-5,28085337,8851755.44,4066.25
MSC – Miscellaneous,1/3/2012,1/13/2012,256142389,2,Deposits,46090946,GBP,1110-1769-4,46090946,17064448.02,3712.86
RIG – Securities Related Item – Rights,1/13/2012,1/26/2012,505586545,3,Transfer,35182545,JPY,0532-0160-7,35182545,18245479.94,3483.01
FEX – Foreign exchange,1/29/2012,2/3/2012,727268585,3,Investment deposit,73996764,JPY,0642-0816-5,73996764,3289680.7,1379.22
COM – Commission,1/3/2012,1/19/2012,720196197,5,Investment deposit,56945843,EUR,2631-9138-7,56945843,638959.83,2950.47
TRN – Securities Related Item – Transaction fee,1/3/2012,1/27/2012,951987599,8,Transfer,76288273,USD,0642-0816-5,76288273,3097706.2,2031.86
SAL – Securities Related Item – Sale (including STIF and Time deposits),1/6/2012,1/26/2012,409526824,1,Citibank,41219806,GBP,0514-0426-0,41219806,12573726.94,6287.24
WAR – Securities Related Item – Warrant,1/24/2012,2/17/2012,898082824,7,Misc.,58166362,GBP,0839-7428-9,58166362,8096912.54,100.12
CAR – Securities Related Item – Corporate Actions Related (Should only be used when no specific corporate action event code is available),1/8/2012,1/11/2012,927492640,49,Deposits,22253220,GBP,0312-0471-0,22253220,5673360.7,1221.49
POP – Securities Related Item – Pair-off proceeds,1/22/2012,1/28/2012,738997508,4,Deposits,13620395,EUR,0611-1341-5,13620395,1814568.2,4249.94
CPN – Securities Related Item – Coupon payments,1/22/2012,2/7/2012,947764588,9,Deposits,29556379,EUR,0532-0160-7,29556379,430968.94,187.21
DIV – Securities Related Item – Dividends,1/27/2012,2/25/2012,683575409,9,Deposits,81515359,JPY,1110-1769-4,81515359,14120944.7,339.77
STO – Standing order,1/23/2012,2/3/2012,251443148,5,Other,27924014,EUR,1110-1769-4,27924014,11110666.85,4729.25
CHK – Cheques,1/9/2012,1/25/2012,964578253,3,Replenishment,24406616,GBP,0313-0912-3,24406616,7609719.57,99999
UWC – Securities Related Item – Underwriting commission,1/6/2012,1/12/2012,606842330,9,Other,81542229,JPY,0421-0226-7,81542229,12578924.7,3831.29
LDP – Loan deposit,1/16/2012,1/24/2012,285780891,8,Service Charge,40697603,GBP,0550-0330-8,40697603,945393.83,4710.62
CMI – Cash management item – No detail,1/26/2012,2/6/2012,574032665,8,Replenishment,51516765,GBP,0313-0912-3,51516765,10159882.02,5314.56
RED – Securities Related Item – Redemption/Withdrawal,1/1/2012,1/24/2012,618561564,2,Investment deposit,67897819,EUR,1110-1769-4,67897819,7210253.09,2335.31
COL – Collections (used when entering a principal amount),1/10/2012,2/2/2012,714317986,6,Citibank,94861388,JPY,0514-0426-0,94861388,8135238.57,3527.09
CPN – Securities Related Item – Coupon payments,1/2/2012,1/18/2012,969423453,5,Citibank,87789808,JPY,1110-1769-4,87789808,13683926.76,4850.34
MAR – Securities Related Item – Margin payments/Receipts,1/25/2012,1/31/2012,597656319,2,Other,37185741,GBP,0532-0160-7,37185741,12549856.93,4370.53
LBX – Lock box,1/4/2012,1/4/2012,609254833,9,Checking Costs,31552153,GBP,2631-9138-7,31552153,2588921.44,142.1
SAL – Securities Related Item – Sale (including STIF and Time deposits),1/10/2012,1/15/2012,658497729,3,Checking Costs,99585923,GBP,0550-0330-8,99585923,16800727.69,2946.1
INT – Interest,1/20/2012,2/15/2012,455902531,1,Replenishment,5063405,GBP,0839-7428-9,5063405,1904926.74,6184.59
CMZ – Cash management item – Zero balancing,1/17/2012,2/13/2012,77650905,5,Other,19766526,EUR,0839-7428-9,19766526,1816674.06,3412.83
MAR – Securities Related Item – Margin payments/Receipts,1/17/2012,1/31/2012,199935801,5,Transfer,92238867,USD,0515-0339-4,92238867,6219106.59,4782.38
POP – Securities Related Item – Pair-off proceeds,1/27/2012,2/16/2012,421738299,6,Other,70668231,EUR,2631-9138-7,70668231,14820956.93,4297.53
CAS – Securities Related Item – Cash in Lieu,1/14/2012,1/23/2012,286924253,3,Deposits,80477187,EUR,0313-0912-3,80477187,111951.7,1147.26
UWC – Securities Related Item – Underwriting commission,1/27/2012,1/30/2012,911790152,1,Misc.,15665837,EUR,2631-9138-7,15665837,8604414.26,5367.82
