RunDate,PickupLocation,DropoffLocation,Primary,Seconday,VehicleType,EventType,Overnight,TipGrade, CustomerType, Guide, Issues, TypeOfPayment
9/11/12,Boswell,Cassandra,lost river caverns ,lost river caverns ,Sedan ,Tour ,Yes ,None ,Corporate - Existing ,Yes , ,Cash
9/7/12,Liverpool,Liverpool,lost river caverns ,lost river caverns ,School Bus ,Birthday ,No ,Low ,Individual - New ,No ,Health Related ,Cash
3/7/10,Big Run,McVeytown,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Min Bus ,Funeral ,Yes ,Low ,Religous - New ,No ,Driver Error or Miscalculation ,Personal Credit Card
2/3/4,Yorkana,Jefferson,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,School Bus ,Sporting Event ,No ,None ,Individual - New ,No ,Weather ,Invoiced
11/9/6,Adams,New Paris,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Ford Excursion ,Birthday ,Yes ,None ,Religous - New ,No ,Personal ,Check
12/3/6,East Brady,Jefferson,lost river caverns ,lost river caverns ,Min Bus ,Birthday ,Yes ,Medium ,School District - New ,Yes ,Weather ,Cash
11/10/4,Gilberton,Yorkana,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Van ,Anniversary ,No ,Medium ,Individual - New ,No ,Driver Error or Miscalculation ,Check
10/4/4,Adams,New Paris,Gettysburg ,Gettysburg ,Towne Car ,Birthday ,No ,Low ,Corporate - New ,Yes ,Maintenance ,Cash
1/4/2,McVeytown,Yorkana,Hershey park ,Hershey park ,Stretch ,Private ,No ,Low ,Individual - New ,No ,Accident ,Cash
10/9/5,Big Run,McVeytown,Dutch Wonderland ,Dutch Wonderland ,Stretch ,Holiday ,Yes ,None ,Corporate - New ,Yes ,Weather ,Credit
2/4/12,New Paris,Yorkana,Hershey park ,Hershey park ,Limo Bus ,Funeral ,Yes ,Medium ,Corporate - Existing ,No , ,Cash
5/4/3,Big Run,Big Run,lost river caverns ,lost river caverns ,Limo Bus ,Tour ,No ,High ,Religous - New ,No ,Personal ,Cash
1/1/6,Cassandra,Big Run,Philadelphia Zoo ,Philadelphia Zoo ,Mini Van ,Travel/Airport ,No ,Medium ,Corporate - New ,Yes ,Moving or Traffic Violation ,Credit
8/7/3,Adams,Fairview,Liberty Bell ,Liberty Bell ,Van ,Funeral ,No ,None ,School District - New ,Yes ,Maintenance ,Personal Credit Card
12/12/1,Boswell,Liverpool,Philadelphia Zoo ,Philadelphia Zoo ,Limo Bus ,Sporting Event ,Yes ,Medium ,Religous - Existing ,No ,Personal ,Rewards
2/11/8,Jefferson,Yorkana,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Stretch ,Sporting Event ,Yes ,Medium ,Individual - Existing ,No ,Maintenance ,Personal Credit Card
12/12/2,Big Run,McVeytown,Dorney Park ,Dorney Park ,Ford Excursion ,Travel/Airport ,No ,None ,Corporate - New ,No ,Maintenance ,Check
6/8/1,Boswell,East Brady,Gettysburg ,Gettysburg ,Van ,Travel/Airport ,Yes ,Low ,School District - New ,Yes ,Weather ,Invoiced
11/7/2,New Paris,Adams,Hershey park ,Hershey park ,Green Limo ,Birthday ,No ,Medium ,School District - Existing ,Yes ,Moving or Traffic Violation ,Personal Credit Card
8/1/12,Fairview,Big Run,Sesame Place ,Sesame Place ,School Bus ,Private ,No ,High ,Corporate - New ,No ,Personal ,Rewards
11/4/6,Big Run,East Brady,Dorney Park ,Dorney Park ,Min Bus ,Tour ,No ,High ,School District - Existing ,Yes ,Accident ,Personal Credit Card
1/4/4,East Brady,Liverpool,Dorney Park ,Dorney Park ,Ford Excursion ,Travel/Airport ,No ,None ,Individual - Existing ,Yes ,Health Related ,Credit
1/11/3,Boswell,Cassandra,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Stretch ,Tour ,Yes ,Medium ,School District - Existing ,No ,Moving or Traffic Violation ,Cash
3/4/7,Fairview,Big Run,Philadelphia Zoo ,Philadelphia Zoo ,Stretch ,Graduation ,Yes ,High ,Individual - New ,No ,Maintenance ,Invoiced
7/4/10,Jefferson,Cassandra,Dorney Park ,Dorney Park ,Green Limo ,Funeral ,Yes ,High ,Individual - Existing ,No ,Driver Error or Miscalculation ,Check
11/12/9,Boswell,Fairview,Waldameer and Water World ,Waldameer and Water World ,School Bus ,Sporting Event ,No ,Low ,Corporate - New ,Yes , ,Rewards
7/11/7,Liverpool,Jefferson,lost river caverns ,lost river caverns ,Limo Bus ,Graduation ,No ,Low ,Individual - Existing ,No ,Maintenance ,Rewards
12/9/12,East Brady,Jefferson,lost river caverns ,lost river caverns ,Van ,Graduation ,Yes ,Medium ,Individual - New ,No ,Weather ,Invoiced
11/6/1,McVeytown,Adams,Hershey park ,Hershey park ,Green Limo ,Cruise ,Yes ,Medium ,Religous - New ,Yes ,Accident ,Personal Credit Card
8/5/11,East Brady,East Brady,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Mini Van ,Anniversary ,Yes ,Medium ,School District - New ,Yes ,Driver Error or Miscalculation ,Check
9/4/6,New Paris,Jefferson,Gettysburg ,Gettysburg ,Green Limo ,Graduation ,Yes ,None ,Corporate - New ,Yes , ,Check
1/1/7,Jefferson,Gilberton,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Hummer Limo ,Wedding ,No ,Medium ,Religous - Existing ,Yes ,Driver Error or Miscalculation ,Check
4/12/8,Big Run,McVeytown,Liberty Bell ,Liberty Bell ,School Bus ,Corporate ,Yes ,None ,Religous - New ,No ,Accident ,Check
6/10/2,Adams,Fairview,Hershey park ,Hershey park ,Towne Car ,Wedding ,Yes ,Low ,Individual - New ,No ,Moving or Traffic Violation ,Credit
6/10/9,Big Run,East Brady,lost river caverns ,lost river caverns ,Stretch ,Travel/Airport ,Yes ,High ,Religous - Existing ,No ,Health Related ,Rewards
1/10/4,Adams,Liverpool,Dorney Park ,Dorney Park ,Hummer Limo ,Wedding ,No ,Low ,Corporate - Existing ,No ,Personal ,Cash
12/4/11,Boswell,McVeytown,Kennywood Park ,Kennywood Park ,Towne Car ,Cruise ,Yes ,Low ,School District - New ,Yes ,Accident ,Personal Credit Card
11/12/7,Boswell,East Brady,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Hummer Limo ,Corporate ,No ,High ,Corporate - New ,Yes ,Accident ,Check
7/6/10,Boswell,Boswell,Liberty Bell ,Liberty Bell ,Min Bus ,Sporting Event ,Yes ,Medium ,Religous - Existing ,Yes ,Driver Error or Miscalculation ,Cash
6/4/5,McVeytown,Yorkana,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Min Bus ,Wedding ,No ,High ,Individual - Existing ,No , ,Check
6/4/9,New Paris,Big Run,Philadelphia Zoo ,Philadelphia Zoo ,Stretch ,Sporting Event ,Yes ,None ,Individual - Existing ,Yes ,Accident ,Cash
5/7/11,Cassandra,Liverpool,lost river caverns ,lost river caverns ,Sedan ,Private ,No ,None ,Religous - New ,No ,Maintenance ,Invoiced
12/11/5,Boswell,Cassandra,Dorney Park ,Dorney Park ,Ford Excursion ,Funeral ,Yes ,High ,Individual - Existing ,No ,Driver Error or Miscalculation ,Personal Credit Card
1/8/5,Cassandra,McVeytown,Waldameer and Water World ,Waldameer and Water World ,Limo Bus ,Corporate ,Yes ,Medium ,Individual - New ,No ,Weather ,Cash
5/1/9,Liverpool,New Paris,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Ford Excursion ,Anniversary ,No ,Low ,Individual - Existing ,No ,Weather ,Rewards
7/6/12,McVeytown,Liverpool,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Van ,Cruise ,No ,Medium ,Religous - Existing ,Yes , ,Invoiced
5/10/1,Yorkana,Jefferson,Philadelphia Zoo ,Philadelphia Zoo ,Sedan ,Corporate ,No ,Low ,Corporate - Existing ,Yes ,Personal ,Invoiced
6/6/10,Fairview,Yorkana,Dutch Wonderland ,Dutch Wonderland ,Mini Van ,Birthday ,Yes ,High ,Corporate - New ,No ,Driver Error or Miscalculation ,Check
8/5/3,New Paris,Yorkana,Waldameer and Water World ,Waldameer and Water World ,Ford Excursion ,Travel/Airport ,Yes ,Medium ,Individual - New ,No ,Accident ,Credit
3/6/6,Liverpool,East Brady,Dutch Wonderland ,Dutch Wonderland ,Ford Excursion ,Funeral ,No ,None ,Individual - New ,No ,Personal ,Credit
3/12/8,McVeytown,East Brady,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Sedan ,Anniversary ,No ,Low ,School District - Existing ,Yes ,Moving or Traffic Violation ,Cash
3/11/4,Big Run,Liverpool,Sesame Place ,Sesame Place ,Stretch ,Cruise ,No ,Medium ,Religous - Existing ,Yes ,Health Related ,Cash
11/2/9,Gilberton,Gilberton,Liberty Bell ,Liberty Bell ,Limo Bus ,Anniversary ,Yes ,Low ,Individual - New ,No ,Moving or Traffic Violation ,Rewards
11/6/3,Liverpool,Liverpool,Liberty Bell ,Liberty Bell ,Limo Bus ,Cruise ,Yes ,Medium ,Corporate - Existing ,No , ,Check
9/9/1,East Brady,McVeytown,Dorney Park ,Dorney Park ,Stretch ,Private ,No ,High ,Corporate - Existing ,No ,Driver Error or Miscalculation ,Personal Credit Card
5/1/7,Adams,Jefferson,Philadelphia Zoo ,Philadelphia Zoo ,Van ,Birthday ,Yes ,Medium ,Corporate - New ,Yes ,Health Related ,Personal Credit Card
6/5/10,Jefferson,Fairview,lost river caverns ,lost river caverns ,Towne Car ,Birthday ,Yes ,Low ,School District - Existing ,Yes ,Maintenance ,Check
5/5/10,New Paris,Liverpool,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Min Bus ,Tour ,Yes ,None ,Corporate - New ,No , ,Personal Credit Card
11/10/11,Gilberton,Yorkana,Philadelphia Zoo ,Philadelphia Zoo ,Mini Van ,Holiday ,No ,None ,Individual - New ,No ,Health Related ,Credit
3/1/6,Yorkana,Cassandra,Dorney Park ,Dorney Park ,Sedan ,Birthday ,Yes ,High ,Corporate - New ,No ,Accident ,Invoiced
5/3/4,McVeytown,New Paris,Philadelphia Zoo ,Philadelphia Zoo ,Mini Van ,Tour ,Yes ,High ,Individual - Existing ,Yes ,Moving or Traffic Violation ,Personal Credit Card
9/4/5,Boswell,Jefferson,Philadelphia Zoo ,Philadelphia Zoo ,School Bus ,Sporting Event ,No ,Low ,Individual - Existing ,Yes ,Health Related ,Personal Credit Card
6/9/11,Big Run,Big Run,Dorney Park ,Dorney Park ,Mini Van ,Private ,No ,None ,Individual - Existing ,No ,Driver Error or Miscalculation ,Credit
5/5/3,Big Run,Adams,lost river caverns ,lost river caverns ,Min Bus ,Sporting Event ,No ,High ,Corporate - New ,No ,Weather ,Cash
11/2/9,Adams,McVeytown,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Towne Car ,Cruise ,No ,Low ,Religous - Existing ,Yes ,Driver Error or Miscalculation ,Rewards
7/4/5,Fairview,Gilberton,Gettysburg ,Gettysburg ,Mini Van ,Wedding ,No ,None ,Religous - Existing ,No ,Personal ,Personal Credit Card
4/4/5,Yorkana,Liverpool,Philadelphia Zoo ,Philadelphia Zoo ,Van ,Travel/Airport ,Yes ,Medium ,School District - New ,No ,Health Related ,Credit
1/8/5,Jefferson,New Paris,Philadelphia Zoo ,Philadelphia Zoo ,Church Bus ,Cruise ,No ,Medium ,School District - Existing ,Yes ,Moving or Traffic Violation ,Check
7/7/2,Jefferson,New Paris,Dorney Park ,Dorney Park ,Sedan ,Cruise ,Yes ,Medium ,Corporate - Existing ,No ,Accident ,Check
1/7/11,Yorkana,Boswell,Dutch Wonderland ,Dutch Wonderland ,Stretch ,Birthday ,No ,Low ,Corporate - Existing ,Yes ,Personal ,Invoiced
5/4/12,East Brady,Cassandra,Dorney Park ,Dorney Park ,Sedan ,Sporting Event ,No ,Medium ,School District - New ,Yes ,Maintenance ,Rewards
11/10/6,Jefferson,Adams,Philadelphia Zoo ,Philadelphia Zoo ,Limo Bus ,Graduation ,No ,Low ,Religous - New ,No ,Accident ,Invoiced
2/1/2,Adams,Gilberton,lost river caverns ,lost river caverns ,Stretch ,Holiday ,No ,None ,Religous - Existing ,No ,Health Related ,Personal Credit Card
3/4/7,New Paris,Boswell,Dutch Wonderland ,Dutch Wonderland ,Ford Excursion ,Anniversary ,No ,Medium ,Religous - Existing ,No ,Personal ,Personal Credit Card
11/4/7,McVeytown,Boswell,Gettysburg ,Gettysburg ,Hummer Limo ,Corporate ,No ,High ,Individual - New ,No ,Driver Error or Miscalculation ,Credit
11/3/7,Boswell,Gilberton,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Hummer Limo ,Private ,Yes ,High ,Religous - Existing ,Yes ,Moving or Traffic Violation ,Invoiced
8/2/4,Liverpool,Cassandra,lost river caverns ,lost river caverns ,Stretch ,Private ,No ,High ,Individual - New ,No ,Accident ,Rewards
5/6/9,Big Run,McVeytown,Liberty Bell ,Liberty Bell ,Ford Excursion ,Birthday ,No ,Low ,Religous - Existing ,No ,Health Related ,Credit
4/6/10,Gilberton,Jefferson,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Mini Van ,Funeral ,Yes ,Low ,Corporate - New ,Yes ,Accident ,Cash
3/4/1,New Paris,New Paris,Philadelphia Zoo ,Philadelphia Zoo ,Stretch ,Graduation ,Yes ,Low ,Religous - Existing ,Yes ,Weather ,Invoiced
11/2/2,McVeytown,New Paris,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Green Limo ,Travel/Airport ,Yes ,High ,Corporate - Existing ,No ,Personal ,Credit
7/8/4,Liverpool,New Paris,Dutch Wonderland ,Dutch Wonderland ,Towne Car ,Anniversary ,No ,Medium ,School District - Existing ,No ,Health Related ,Invoiced
6/6/11,Fairview,Big Run,Dorney Park ,Dorney Park ,Hummer Limo ,Holiday ,Yes ,Medium ,Corporate - New ,Yes ,Driver Error or Miscalculation ,Cash
1/7/6,McVeytown,New Paris,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Towne Car ,Private ,Yes ,Medium ,Individual - Existing ,Yes ,Driver Error or Miscalculation ,Invoiced
4/1/10,Big Run,East Brady,Hershey park ,Hershey park ,Stretch ,Tour ,Yes ,Medium ,Corporate - Existing ,Yes ,Weather ,Cash
7/3/9,New Paris,Jefferson,Kennywood Park ,Kennywood Park ,Van ,Corporate ,Yes ,None ,Religous - Existing ,Yes ,Personal ,Check
6/11/9,Jefferson,New Paris,lost river caverns ,lost river caverns ,Limo Bus ,Sporting Event ,No ,High ,Religous - Existing ,No , ,Credit
2/6/9,Boswell,New Paris,Gettysburg ,Gettysburg ,School Bus ,Holiday ,Yes ,Medium ,School District - Existing ,No ,Moving or Traffic Violation ,Check
12/7/7,Big Run,McVeytown,Sesame Place ,Sesame Place ,Limo Bus ,Graduation ,Yes ,None ,Religous - Existing ,Yes ,Weather ,Check
7/6/11,McVeytown,Big Run,Liberty Bell ,Liberty Bell ,Limo Bus ,Cruise ,Yes ,High ,Individual - New ,No ,Health Related ,Invoiced
6/10/11,Fairview,East Brady,Dutch Wonderland ,Dutch Wonderland ,Church Bus ,Graduation ,No ,High ,Individual - Existing ,Yes ,Driver Error or Miscalculation ,Personal Credit Card
8/10/11,Boswell,Fairview,Dutch Wonderland ,Dutch Wonderland ,Hummer Limo ,Anniversary ,Yes ,None ,Corporate - Existing ,No ,Weather ,Rewards
11/4/1,Cassandra,New Paris,Philadelphia Zoo ,Philadelphia Zoo ,Sedan ,Travel/Airport ,No ,High ,Religous - Existing ,No ,Moving or Traffic Violation ,Personal Credit Card
5/10/1,Gilberton,New Paris,lost river caverns ,lost river caverns ,School Bus ,Sporting Event ,Yes ,Medium ,Religous - New ,Yes ,Weather ,Check
3/12/8,New Paris,Boswell,Sesame Place ,Sesame Place ,Mini Van ,Tour ,Yes ,High ,School District - Existing ,Yes ,Maintenance ,Rewards
7/6/9,New Paris,Cassandra,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Hummer Limo ,Holiday ,Yes ,Low ,Individual - New ,Yes ,Personal ,Cash
8/6/4,Adams,Cassandra,Hershey park ,Hershey park ,Towne Car ,Cruise ,No ,None ,Corporate - New ,No ,Driver Error or Miscalculation ,Rewards
7/6/2,Boswell,Yorkana,Dorney Park ,Dorney Park ,Towne Car ,Corporate ,No ,High ,Corporate - New ,Yes ,Maintenance ,Cash
10/3/9,Jefferson,Boswell,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Stretch ,Travel/Airport ,No ,None ,Religous - Existing ,Yes ,Driver Error or Miscalculation ,Invoiced
7/8/11,Adams,Big Run,Hershey park ,Hershey park ,Church Bus ,Funeral ,Yes ,Low ,Religous - New ,No ,Accident ,Check
3/5/10,McVeytown,Jefferson,Dorney Park ,Dorney Park ,Limo Bus ,Private ,No ,High ,School District - Existing ,Yes ,Moving or Traffic Violation ,Invoiced
8/4/9,Yorkana,Gilberton,Kennywood Park ,Kennywood Park ,Church Bus ,Cruise ,Yes ,Low ,School District - New ,No ,Health Related ,Credit
8/1/2,Big Run,Cassandra,lost river caverns ,lost river caverns ,Van ,Birthday ,Yes ,None ,Corporate - New ,Yes , ,Check
3/1/9,Big Run,Jefferson,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Van ,Graduation ,Yes ,Low ,Individual - New ,Yes , ,Cash
8/6/4,East Brady,Cassandra,Dutch Wonderland ,Dutch Wonderland ,Towne Car ,Cruise ,No ,High ,Religous - New ,No ,Accident ,Check
2/3/9,Yorkana,McVeytown,Dutch Wonderland ,Dutch Wonderland ,Min Bus ,Birthday ,No ,High ,Religous - Existing ,Yes ,Personal ,Check
4/2/10,Big Run,Adams,Gettysburg ,Gettysburg ,Limo Bus ,Tour ,Yes ,High ,Individual - Existing ,No ,Health Related ,Cash
7/8/1,East Brady,Boswell,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Van ,Private ,No ,High ,Individual - Existing ,No ,Maintenance ,Check
12/3/4,Big Run,Boswell,Philadelphia Zoo ,Philadelphia Zoo ,Church Bus ,Travel/Airport ,Yes ,Low ,Religous - Existing ,Yes ,Accident ,Check
2/2/11,Adams,Liverpool,Hershey park ,Hershey park ,Hummer Limo ,Cruise ,Yes ,Low ,School District - Existing ,No ,Health Related ,Personal Credit Card
8/3/1,Adams,Jefferson,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Church Bus ,Funeral ,Yes ,Low ,Individual - Existing ,No ,Maintenance ,Invoiced
8/12/12,Boswell,Liverpool,lost river caverns ,lost river caverns ,Church Bus ,Graduation ,No ,Low ,Corporate - New ,No ,Driver Error or Miscalculation ,Check
8/3/4,Adams,Gilberton,Liberty Bell ,Liberty Bell ,Towne Car ,Graduation ,Yes ,Medium ,School District - New ,Yes ,Personal ,Invoiced
1/6/12,East Brady,East Brady,Waldameer and Water World ,Waldameer and Water World ,Stretch ,Sporting Event ,No ,Medium ,Religous - Existing ,Yes ,Moving or Traffic Violation ,Rewards
9/7/8,Big Run,Jefferson,lost river caverns ,lost river caverns ,Ford Excursion ,Wedding ,Yes ,High ,Individual - New ,Yes ,Maintenance ,Personal Credit Card
9/4/7,Liverpool,Gilberton,Dutch Wonderland ,Dutch Wonderland ,Hummer Limo ,Travel/Airport ,Yes ,Medium ,Corporate - Existing ,Yes ,Maintenance ,Cash
1/6/1,Cassandra,Boswell,Sesame Place ,Sesame Place ,Van ,Travel/Airport ,No ,Low ,Religous - Existing ,Yes ,Health Related ,Rewards
7/4/8,East Brady,Liverpool,Liberty Bell ,Liberty Bell ,Limo Bus ,Travel/Airport ,No ,Medium ,Corporate - Existing ,Yes , ,Credit
5/6/2,Adams,Fairview,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Church Bus ,Travel/Airport ,No ,None ,School District - Existing ,No , ,Rewards
4/7/5,East Brady,Liverpool,Waldameer and Water World ,Waldameer and Water World ,Van ,Graduation ,No ,None ,Individual - New ,Yes ,Driver Error or Miscalculation ,Rewards
12/9/2,Fairview,East Brady,Hershey park ,Hershey park ,Stretch ,Corporate ,Yes ,Medium ,School District - Existing ,No ,Weather ,Credit
4/2/1,Adams,Big Run,Philadelphia Zoo ,Philadelphia Zoo ,Stretch ,Funeral ,Yes ,Low ,Individual - Existing ,No , ,Credit
5/9/9,Liverpool,Yorkana,lost river caverns ,lost river caverns ,Ford Excursion ,Graduation ,Yes ,None ,School District - Existing ,Yes ,Health Related ,Credit
4/10/6,Jefferson,East Brady,Gettysburg ,Gettysburg ,School Bus ,Graduation ,Yes ,Low ,Corporate - Existing ,No ,Accident ,Personal Credit Card
12/6/8,Big Run,Fairview,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Hummer Limo ,Graduation ,No ,High ,Individual - New ,No ,Weather ,Check
1/6/12,Big Run,New Paris,Waldameer and Water World ,Waldameer and Water World ,Hummer Limo ,Graduation ,Yes ,None ,Individual - New ,Yes ,Accident ,Cash
3/6/3,Big Run,Big Run,Hershey park ,Hershey park ,Church Bus ,Graduation ,Yes ,Medium ,Corporate - Existing ,No ,Health Related ,Personal Credit Card
1/10/2,Big Run,Jefferson,Gettysburg ,Gettysburg ,Van ,Corporate ,Yes ,Low ,Religous - Existing ,Yes ,Accident ,Check
7/5/2,Gilberton,Big Run,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Stretch ,Funeral ,No ,Medium ,Corporate - New ,Yes ,Health Related ,Check
6/10/4,Big Run,Liverpool,Philadelphia Zoo ,Philadelphia Zoo ,Van ,Cruise ,Yes ,High ,Corporate - New ,Yes ,Driver Error or Miscalculation ,Cash
12/4/2,Big Run,McVeytown,Waldameer and Water World ,Waldameer and Water World ,Green Limo ,Travel/Airport ,Yes ,High ,Corporate - Existing ,No ,Driver Error or Miscalculation ,Cash
10/1/6,New Paris,Adams,Liberty Bell ,Liberty Bell ,Mini Van ,Private ,No ,Medium ,School District - Existing ,Yes ,Accident ,Personal Credit Card
5/5/11,Gilberton,Boswell,Kennywood Park ,Kennywood Park ,Hummer Limo ,Travel/Airport ,Yes ,High ,School District - New ,Yes ,Weather ,Credit
4/9/10,Fairview,McVeytown,Hershey park ,Hershey park ,Van ,Private ,No ,Medium ,Corporate - New ,Yes ,Maintenance ,Cash
12/3/1,Jefferson,New Paris,Gettysburg ,Gettysburg ,Towne Car ,Wedding ,No ,High ,Corporate - New ,Yes ,Health Related ,Invoiced
3/8/7,Gilberton,Liverpool,Hershey park ,Hershey park ,Towne Car ,Funeral ,Yes ,Medium ,Corporate - Existing ,Yes ,Maintenance ,Rewards
2/2/5,McVeytown,Cassandra,Kennywood Park ,Kennywood Park ,School Bus ,Graduation ,Yes ,None ,Corporate - Existing ,Yes , ,Rewards
12/11/3,McVeytown,Yorkana,Carnegie Museum of Natural History ,Carnegie Museum of Natural History ,Min Bus ,Anniversary ,No ,None ,School District - Existing ,No ,Personal ,Check
2/4/11,Yorkana,East Brady,Hershey park ,Hershey park ,Green Limo ,Sporting Event ,Yes ,Medium ,School District - Existing ,No ,Personal ,Credit
1/5/9,Fairview,Big Run,Waldameer and Water World ,Waldameer and Water World ,Church Bus ,Birthday ,Yes ,Low ,Corporate - Existing ,No ,Moving or Traffic Violation ,Check
6/8/2,New Paris,Jefferson,Liberty Bell ,Liberty Bell ,School Bus ,Sporting Event ,Yes ,None ,Individual - New ,No ,Moving or Traffic Violation ,Invoiced
4/9/1,Boswell,Gilberton,Gettysburg ,Gettysburg ,Sedan ,Tour ,Yes ,Low ,Individual - New ,No , ,Rewards
2/10/4,Big Run,Boswell,Waldameer and Water World ,Waldameer and Water World ,Ford Excursion ,Travel/Airport ,No ,Low ,Individual - New ,No ,Personal ,Rewards
9/8/8,Boswell,New Paris,Gettysburg ,Gettysburg ,Towne Car ,Holiday ,No ,None ,Religous - Existing ,Yes ,Moving or Traffic Violation ,Rewards
9/1/5,Jefferson,New Paris,lost river caverns ,lost river caverns ,School Bus ,Travel/Airport ,Yes ,High ,Corporate - New ,Yes ,Accident ,Cash
7/11/7,Yorkana,New Paris,Hershey park ,Hershey park ,Church Bus ,Anniversary ,Yes ,None ,Religous - Existing ,No ,Driver Error or Miscalculation ,Personal Credit Card
12/9/9,Yorkana,McVeytown,lost river caverns ,lost river caverns ,Towne Car ,Cruise ,No ,Low ,Individual - New ,Yes ,Health Related ,Invoiced
12/1/2,Boswell,Big Run,Gettysburg ,Gettysburg ,Stretch ,Private ,Yes ,High ,School District - New ,Yes ,Personal ,Credit
1/11/5,Big Run,McVeytown,Philadelphia Zoo ,Philadelphia Zoo ,Stretch ,Graduation ,Yes ,Low ,Corporate - New ,No ,Accident ,Invoiced
11/1/12,Fairview,Adams,lost river caverns ,lost river caverns ,Green Limo ,Tour ,Yes ,Low ,Corporate - Existing ,No , ,Rewards
2/7/8,Jefferson,New Paris,Gettysburg ,Gettysburg ,Church Bus ,Sporting Event ,Yes ,Medium ,School District - Existing ,No ,Health Related ,Rewards
11/10/2,Liverpool,Yorkana,Dutch Wonderland ,Dutch Wonderland ,Van ,Wedding ,No ,High ,Religous - New ,No ,Driver Error or Miscalculation ,Check
2/7/2,Gilberton,Yorkana,King of Prussia Shopping Mall ,King of Prussia Shopping Mall ,Ford Excursion ,Anniversary ,No ,None ,Corporate - New ,Yes ,Accident ,Personal Credit Card
3/11/11,Fairview,Cassandra,lost river caverns ,lost river caverns ,School Bus ,Anniversary ,Yes ,High ,Religous - New ,No ,Accident ,Credit
10/7/1,Yorkana,New Paris,Gettysburg ,Gettysburg ,Green Limo ,Tour ,Yes ,None ,School District - New ,No ,Moving or Traffic Violation ,Cash
9/8/5,Cassandra,Big Run,Waldameer and Water World ,Waldameer and Water World ,Church Bus ,Graduation ,No ,Medium ,School District - New ,Yes ,Driver Error or Miscalculation ,Invoiced
